,cid,formula,name,num_rgroup,electrons,reduction,water_amt,water_per_c
16520,C20009,C29H46O7,Iriomoteolide 1a; Iriomoteolide-1a,0,,2.5517241379310347,51.0,1.7586206896551724
16523,C20012,C47H70O14,Pectenotoxin 2; 43-Deoxypectenotoxin 1; PTX 2,0,,2.4468085106382977,80.0,1.702127659574468
16527,C20016,C28H42O7,Hemibrevetoxin B,0,,2.5,49.0,1.75
16528,C20017,C29H36O9,Satratoxin H,0,,2.310344827586207,49.0,1.6896551724137931
16546,C20035,C24H32O6,Arenobufagin,0,,2.4166666666666665,42.0,1.75
16547,C20036,C24H32O5,Marinobufagenin; Marinobufagin,0,,2.4583333333333335,43.0,1.7916666666666667
16555,C20044,C17H22O2,Enanthotoxin; Oenanthotoxin,0,,2.5294117647058822,32.0,1.8823529411764706
16557,C20046,C22H20O8,Mollicellin C,0,,2.090909090909091,36.0,1.6363636363636365
16582,C20073,C20H14O4,Xestoquinone; (+)-Xestoquinone; XQN,0,,2.15,36.0,1.8
16634,C20128,C16H28O,"Bombykal; (Z,E)-10,12-Hexadecadienal",0,,2.8125,31.0,1.9375
16635,C20129,C19H16O4,(S)-Warfarin,0,,2.210526315789474,34.0,1.7894736842105263
16639,C20133,C17H18O4,Sugiresinol; Sequirin A,0,,2.2941176470588234,30.0,1.7647058823529411
16649,C20143,C27H44O2,26-Hydroxycholest-4-en-3-one,0,,2.740740740740741,52.0,1.9259259259259258
16650,C20144,C19H24O2,"Androsta-1,4-diene-3,17-dione",0,,2.526315789473684,36.0,1.894736842105263
16652,C20146,C20H32O,ent-2alpha-Hydroxyisokaurene,0,,2.75,39.0,1.95
16653,C20147,C20H32O,"9beta-Pimara-7,15-dien-19-ol",0,,2.75,39.0,1.95
16654,C20148,C20H30O,"9beta-Pimara-7,15-dien-19-al",0,,2.7,39.0,1.95
16655,C20149,C20H30O2,"9beta-Pimara-7,15-dien-19-oate",0,,2.65,38.0,1.9
16656,C20150,C20H32O,"ent-11beta-Hydroxycassa-12,15-diene",0,,2.75,39.0,1.95
16657,C20151,C22H34O4,"10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate; 5alpha-Acetoxy-10beta,14beta-dihydroxytaxadiene",0,,2.590909090909091,40.0,1.8181818181818181
16658,C20152,C28H40O8,"Taxusin; Taxa-4(20),11-diene-5alpha,9alpha,10beta,13alpha-tetrayl tetraacetate",0,,2.4285714285714284,48.0,1.7142857142857142
16659,C20153,C28H40O9,7beta-Hydroxytaxusin,0,,2.392857142857143,47.0,1.6785714285714286
16660,C20154,C15H14O3,"3-Methoxy-4',5-dihydroxy-trans-stilbene",0,,2.2666666666666666,27.0,1.8
16664,C20158,C20H34O,"(13E)-Labda-7,13-dien-15-ol",0,,2.8,39.0,1.95
16678,C20172,C15H26O,Cubebol,0,,2.8,29.0,1.9333333333333333
16687,C20181,C15H26O,Avermitilol,0,,2.8,29.0,1.9333333333333333
16690,C20184,C15H26O,"(+)-T-Muurolol; (+)-tau-Muurolol; (1R,4R,4aS,8aR)-1,6-Dimethyl-4-(propan-2-yl)-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-ol",0,,2.8,29.0,1.9333333333333333
16692,C20186,C18H32O4,"5S,8R-DiHODE; (5S,8R)-DiHODE; (5S,8R,9Z,12Z)-5,8-Dihydroxyoctadeca-9,12-dienoate",0,,2.6666666666666665,32.0,1.7777777777777777
16693,C20187,C30H50O,Achilleol B,0,,2.8,59.0,1.9666666666666666
16694,C20188,C30H50O,Glutinol,0,,2.8,59.0,1.9666666666666666
16695,C20189,C30H50O,Baccharis oxide,0,,2.8,59.0,1.9666666666666666
16697,C20191,C30H50O,"alpha-seco-Amyrin; 8,14-Secoursa-7,13-diene-3beta-ol",0,,2.8,59.0,1.9666666666666666
16698,C20192,C30H50O,Marneral,0,,2.8,59.0,1.9666666666666666
16699,C20193,C30H50O,"beta-seco-Amyrin; 8,14-Secooleana-7,13-diene-3beta-ol",0,,2.8,59.0,1.9666666666666666
16700,C20194,C30H50O,delta-Amyrin,0,,2.8,59.0,1.9666666666666666
16701,C20195,C30H50O,"Tirucalla-7,24-dien-3beta-ol",0,,2.8,59.0,1.9666666666666666
16702,C20196,C23H28O8,Salvinorin A,0,,2.260869565217391,38.0,1.6521739130434783
16703,C20197,C22H30O6,Prostratin,0,,2.409090909090909,38.0,1.7272727272727273
16705,C20199,C13H18O4,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate; 9,17-Dioxo-1,2,3,4,10,19-hexanorandrostan-5-oic acid; DOHNAA; HIP",0,,2.3846153846153846,22.0,1.6923076923076923
16706,C20200,C30H50O,Baruol,0,,2.8,59.0,1.9666666666666666
16707,C20201,C18H22O4,"(-)-Solanapyrone A; Solanapyrone A; 4-Methoxy-6-((1R,2S,4aR,8aR)-2-methyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)-2-oxo-2H-pyran-3-carboxaldehyde",0,,2.388888888888889,32.0,1.7777777777777777
16709,C20203,C18H26O4,Capsiate,0,,2.5,32.0,1.7777777777777777
16711,C20205,C22H28O5,Tanabalin,0,,2.409090909090909,39.0,1.7727272727272727
16712,C20206,C25H32O8,Albaspidin BB,0,,2.32,42.0,1.68
16713,C20207,C13H16O5,Grandinol,0,,2.230769230769231,21.0,1.6153846153846154
16714,C20208,C20H30O2,syn-Stemoden-19-oate,0,,2.65,38.0,1.9
16715,C20209,C7H4O7,Meconic acid; Poppy acid,0,,1.2857142857142858,7.0,1.0
16716,C20210,C11H10O4,Eugenin; 2-Methyl-5-hydroxy-7-methoxychromone,0,,2.090909090909091,18.0,1.6363636363636365
16717,C20211,C20H24O3,Yakuchinone A; Yakuchinone-A,0,,2.45,37.0,1.85
16718,C20212,C20H30O3,Steviol,0,,2.6,37.0,1.85
16719,C20213,C35H64O7,Annonacin,0,,2.7142857142857144,63.0,1.8
16720,C20214,C20H30O5,Andrographolide,0,,2.5,35.0,1.75
16723,C20217,C19H26O2,Cannabidivarin; CBDV,0,,2.5789473684210527,36.0,1.894736842105263
16724,C20218,C21H30O3,Cannabielsoin; Cannabielsoin A; CBE,0,,2.5714285714285716,39.0,1.8571428571428572
16725,C20219,C21H32O2,Cannabigerol; CBG,0,,2.6666666666666665,40.0,1.9047619047619047
16727,C20221,C10H16O2,(6E)-8-Oxolinalool; trans-8-Oxolinalool,0,,2.6,18.0,1.8
16728,C20222,C10H16O2,(6E)-8-Hydroxygeranial,0,,2.6,18.0,1.8
16729,C20223,C10H16O2,(6E)-8-Oxogeraniol,0,,2.6,18.0,1.8
16731,C20225,C12H14O4,Coniferyl acetate,0,,2.25,20.0,1.6666666666666667
16732,C20226,C14H10O2,"Benzil; 1,2-Diphenylethane-1,2-dione",0,,2.2142857142857144,26.0,1.8571428571428572
16733,C20227,C14H12O2,(S)-Benzoin,0,,2.2857142857142856,26.0,1.8571428571428572
16734,C20228,C14H12O2,(R)-Benzoin,0,,2.2857142857142856,26.0,1.8571428571428572
16735,C20229,C15H24O,10-Hydroxy-alpha-humulene,0,,2.7333333333333334,29.0,1.9333333333333333
16742,C20236,C12H22O11,4-O-beta-D-Mannopyranosyl-D-glucopyranose,0,,2.0,13.0,1.0833333333333333
16746,C20240,C6H8O3,"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate; (2Z,4Z)-2-Hydroxyhexa-2,4-dienoic acid",0,,2.1666666666666665,9.0,1.5
16749,C20243,C11H20O,"2-Methylisoborneol; 1,2,7,7-Tetramethyl-exo-bicycloheptan-2-ol",0,,2.8181818181818183,21.0,1.9090909090909092
16757,C20251,C6H10O6,"1-Keto-D-chiro-inositol; 2D-2,3,5/4,6-Pentahydroxycyclohexanone",0,,1.8333333333333333,6.0,1.0
16758,C20252,C19H26O2,"5-Androstene-3,17-dione",0,,2.5789473684210527,36.0,1.894736842105263
16763,C20260,C10H16O,(+)-Thujan-3-one; (+)-Isothujone,0,,2.7,19.0,1.9
16764,C20261,C10H18O,(+)-Thujan-3-ol,0,,2.8,19.0,1.9
16765,C20262,C15H22O,Zerumbone,0,,2.6666666666666665,29.0,1.9333333333333333
16771,C20268,C18H20O5,Combretastatin A-4; Combretastatin A4,0,,2.2777777777777777,31.0,1.7222222222222223
16772,C20269,C10H10O2,Eugenol quinone methide,0,,2.3,18.0,1.8
16774,C20271,C10H14O3,"[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetate",0,,2.4,17.0,1.7
16808,C20307,C15H24O,Artemisinic alcohol,0,,2.7333333333333334,29.0,1.9333333333333333
16809,C20308,C15H22O,Artemisinic aldehyde,0,,2.6666666666666665,29.0,1.9333333333333333
16810,C20309,C15H22O2,Artemisinate; Artemisinic acid,0,,2.6,28.0,1.8666666666666667
16821,C20320,C10H14O2,"Bornane-2,6-dione; 6-Oxocamphor",0,,2.5,18.0,1.8
16823,C20322,C10H16O2,(+)-6-exo-Hydroxycamphor,0,,2.6,18.0,1.8
16824,C20323,C10H16O2,(+)-6-endo-Hydroxycamphor,0,,2.6,18.0,1.8
16825,C20324,C10H16O3,"[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate",0,,2.5,17.0,1.7
16826,C20325,C15H24O,(11R)-Dihydroartemisinic aldehyde,0,,2.7333333333333334,29.0,1.9333333333333333
16827,C20326,C10H18O2,"2-exo-Hydroxy-1,8-cineole",0,,2.7,18.0,1.8
16828,C20327,C10H10O3,2-Oxo-4-phenylbutyric acid; 2-Oxo-4-phenylbutanoic acid; 2-Oxo-4-phenylbutanoate,0,,2.2,17.0,1.7
16830,C20329,C20H32O2,"Abieta-7,13-dien-18,18-diol",0,,2.7,38.0,1.9
16832,C20331,C40H56O,"beta-Carotene-15,15'-epoxide",0,,2.675,79.0,1.975
16833,C20332,C40H58O2,"15,15'-Dihydroxy-beta-carotene",0,,2.675,78.0,1.95
16835,C20334,C6H14O3,"1,2,6-Hexanetriol",0,,2.6666666666666665,9.0,1.5
16836,C20335,C4H10O2,"1,3-Butanediol; 1,3-Butylene glycol",0,,2.75,6.0,1.5
16839,C20338,C20H42O,2-Octyl dodecanol; Octyldodecanol,0,,3.0,39.0,1.95
16841,C20340,C24H42O7,"L-Ascorbic acid, 6-octadecanoate; L-Ascorbic acid monostearate",0,,2.5833333333333335,41.0,1.7083333333333333
16843,C20342,C11H14O3,Isobutylparaben; Isobutyl parahydroxybenzoate,0,,2.3636363636363638,19.0,1.7272727272727273
16844,C20343,C10H12O3,Isopropylparaben; Isopropyl 4-hydroxybenzoate,0,,2.3,17.0,1.7
16855,C20354,C12H22O10,3-O-alpha-D-Glucopyranosyl-L-rhamnopyranose; 3-O-alpha-D-Glucosyl-L-rhamnose,0,,2.0833333333333335,14.0,1.1666666666666667
16856,C20355,C27H50O6,Glyceryl tri(2-ethylhexanoate),0,,2.7037037037037037,48.0,1.7777777777777777
16857,C20356,C18H36O2,Isooctadecanoic acid; Isostearic acid,0,,2.888888888888889,34.0,1.8888888888888888
16863,C20362,C7H8O3,Ethyl maltol,0,,2.142857142857143,11.0,1.5714285714285714
16864,C20363,C3H4O3,"Ethylene carbonate; 1,3-Dioxolan-2-one",0,,1.6666666666666667,3.0,1.0
16865,C20364,C6H8O6,Erythorbic acid; Isoascorbic acid,0,,1.6666666666666667,6.0,1.0
16866,C20365,C28H54O2,Decyl oleate,0,,2.892857142857143,54.0,1.9285714285714286
16867,C20366,C7H4O5,2-Oxo-3-(5-oxofuran-2-ylidene)propanoate,0,,1.5714285714285714,9.0,1.2857142857142858
16881,C20380,C17H20O6,Mycophenolate,0,,2.235294117647059,28.0,1.6470588235294117
16884,C20383,C23H28O12,Mycophenolic acid O-acyl-glucuronide,0,,2.0869565217391304,34.0,1.4782608695652173
16889,C20388,C17H28O3,"12(S)-HHT; (12S,5Z,8E,10E)-12-Hydroxy-5,8,10-heptadecatrienoic acid",0,,2.6470588235294117,31.0,1.8235294117647058
16895,C20397,C15H18O5,Pentalenolactone F,0,,2.2666666666666666,25.0,1.6666666666666667
16896,C20398,C15H18O4,Pentalenolactone E,0,,2.3333333333333335,26.0,1.7333333333333334
16897,C20399,C15H20O4,Pentalenolactone D,0,,2.4,26.0,1.7333333333333334
16898,C20400,C15H20O3,1-Deoxy-11-oxopentalenate,0,,2.466666666666667,27.0,1.8
16899,C20402,C15H20O4,Neopentalenolactone D,0,,2.4,26.0,1.7333333333333334
16900,C20403,C15H22O3,1-Deoxy-11beta-hydroxypentalenate,0,,2.533333333333333,27.0,1.8
16901,C20404,C15H22O2,1-Deoxypentalenate,0,,2.6,28.0,1.8666666666666667
16902,C20405,C15H22O3,Pentalenate,0,,2.533333333333333,27.0,1.8
16903,C20406,C22H32O4,Cannabigerolate; CBGA,0,,2.5454545454545454,40.0,1.8181818181818181
16904,C20407,C15H16O5,Pentalenolactone; Arenaemycin E,0,,2.2,25.0,1.6666666666666667
16911,C20414,C9H6O3,4-Hydroxycoumarin,0,,2.0,15.0,1.6666666666666667
16914,C20417,C12H16O4,"2,4-Dihydroxy-6-pentylbenzoate; Olivetolic acid",0,,2.3333333333333335,20.0,1.6666666666666667
16922,C20425,C10H16O,"beta-Cyclocitral; 2,6,6-Trimethyl-1-cyclohexene-1-carbaldehyde",0,,2.7,19.0,1.9
16923,C20426,C14H16O4,Mycorradicin,0,,2.2857142857142856,24.0,1.7142857142857142
16925,C20428,C20H28O2,(3S)-11-cis-3-Hydroxyretinal,0,,2.6,38.0,1.9
16926,C20429,C20H28O2,(3S)-all-trans-3-Hydroxyretinal,0,,2.6,38.0,1.9
16927,C20430,C18H20O3,(+)-Larreatricin,0,,2.388888888888889,33.0,1.8333333333333333
16928,C20431,C18H20O4,(+)-3'-Hydroxylarreatricin,0,,2.3333333333333335,32.0,1.7777777777777777
16938,C20441,C5H6O2,Furfuryl alcohol; 2-Furancarbinol; 2-Furanmethanol,0,,2.2,8.0,1.6
16940,C20443,C6H8O3,"5-Hydroxymethylfurfuryl alcohol; 2,5-Bis(hydroxymethyl)furan",0,,2.1666666666666665,9.0,1.5
16941,C20444,C17H12O6,Dihydrodemethylsterigmatocystin; DHDMST,0,,2.0,28.0,1.6470588235294117
16942,C20445,C18H14O6,Dihydrosterigmatocystin; DHST,0,,2.0555555555555554,30.0,1.6666666666666667
16945,C20448,C6H6O4,5-Hydroxymethyl-2-furoate; 5-Hydroxymethyl-2-furoic acid,0,,1.8333333333333333,8.0,1.3333333333333333
16946,C20449,C6H4O4,5-Formyl-2-furoate; 5-Formyl-2-furancarboxylate; 5-Formylfuran-2-carboxylate,0,,1.6666666666666667,8.0,1.3333333333333333
16947,C20450,C6H4O5,"2,5-Furandicarboxylate; Furan-2,5-dicarboxylate",0,,1.5,7.0,1.1666666666666667
16949,C20452,C20H18O7,"Norsolorinic acid; Norsolorinate; 2-Hexanoyl-1,3,6,8-tetrahydroxy-9,10-anthraquinone",0,,2.1,33.0,1.65
16950,C20453,C20H20O6,"Norsolorinic acid anthrone; Noranthrone; 2-Hexanoyl-1,3,6,8-tetrahydroxyanthracen-9(10H)-one",0,,2.2,34.0,1.7
16951,C20454,C20H24O6,(-)-Lariciresinol,0,,2.3,34.0,1.7
16952,C20455,C20H22O6,(-)-Pinoresinol,0,,2.25,34.0,1.7
16953,C20456,C20H26O6,(+)-Secoisolariciresinol,0,,2.35,34.0,1.7
16957,C20460,C41H45O22,Cyanidin 3-O-[6-O-(6-O-4-hydroxycinnamoyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside],0,,2.0121951219512195,60.0,1.4634146341463414
16959,C20462,C10H8O4,"5,7-Dihydroxy-2-methyl-4H-chromen-4-one",0,,2.0,16.0,1.6
16961,C20464,C9H10O,Isochavicol; t-Anol; trans-Anol; (E)-4-Propenylphenol; (E)-4-Hydroxypropenylbenzene,0,,2.4444444444444446,17.0,1.8888888888888888
16962,C20465,C11H12O3,Coumaryl acetate,0,,2.272727272727273,19.0,1.7272727272727273
16965,C20468,C26H29O15,Cyanidin 3-O-(beta-D-xylosyl-(1->2)-beta-D-galactoside),0,,1.9807692307692308,37.0,1.4230769230769231
16966,C20469,C27H31O16,"Cyanidin 3,7-di-O-beta-D-glucoside",0,,1.9814814814814814,38.0,1.4074074074074074
16967,C20470,C14H18O9,1-O-Vanilloyl-beta-D-glucose,0,,2.0,19.0,1.3571428571428572
16972,C20475,C35H58O,"Sporulenol; (1R,2R,4aS,4bR,6aS,10aS,10bR,12aS)-2,4b,7,7,10a,12a-Hexamethyl-1-[(3R)-3-(4-methylcyclohexa-1,4-dien-1-yl)butyl]octadecahydrochrysen-2-ol",0,,2.8,69.0,1.9714285714285715
16976,C20479,C15H26O,(+)-epi-alpha-Bisabolol; (2S)-6-Methyl-2-[(1R)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,0,,2.8,29.0,1.9333333333333333
16978,C20481,C20H34O,"cis-Abienol; (12Z)-Labda-12,14-dien-8alpha-ol",0,,2.8,39.0,1.95
16982,C20485,C5H6O6,(4S)-4-Hydroxy-2-oxoglutarate; (S)-2-Hydroxy-4-oxopentanedioate; L-4-Hydroxy-2-oxoglutarate,0,,1.4,4.0,0.8
16986,C20489,C26H29O14,Pelargonidin 3-O-beta-D-sambubioside,0,,2.019230769230769,38.0,1.4615384615384615
16987,C20490,C26H29O15,Cyanidin 3-O-beta-D-sambubioside,0,,1.9807692307692308,37.0,1.4230769230769231
16988,C20491,C26H29O16,Delphinidin 3-O-beta-D-sambubioside,0,,1.9423076923076923,36.0,1.3846153846153846
16989,C20492,C32H39O19,Pelargonidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside,0,,2.015625,45.0,1.40625
16990,C20493,C32H39O20,Cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside,0,,1.984375,44.0,1.375
16991,C20494,C32H39O21,Delphinidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside,0,,1.953125,43.0,1.34375
16992,C20495,C27H31O15,"Pelargonidin 3,7-di-O-beta-D-glucoside",0,,2.0185185185185186,39.0,1.4444444444444444
16993,C20496,C27H31O17,"Delphinidin 3,7-di-O-beta-D-glucoside",0,,1.9444444444444444,37.0,1.3703703703703705
16996,C20499,C20H20O7,"(1'S)-Averantin; 1,3,6,8-Tetrahydroxy-[(1S)-2-hydroxyhexyl]-9,10-anthraquinone",0,,2.15,33.0,1.65
16997,C20500,C20H20O8,"(1'S,5'S)-5'-Hydroxyaverantin; (1'S,5'S)-Hydroxyaverantin",0,,2.1,32.0,1.6
16998,C20501,C20H20O8,"(1'S,5'R)-5'-Hydroxyaverantin; (1'S,5'R)-Hydroxyaverantin",0,,2.1,32.0,1.6
16999,C20502,C20H18O8,"5'-Oxoaverantin; 1,3,6,8-Tetrahydroxy-2-[(1S)-1-hydroxy-5-oxohexyl]anthracene-9,10-dione",0,,2.05,32.0,1.6
17000,C20503,C20H16O8,1'-Hydroxyversicolorone; Hydroxyversicolorone,0,,2.0,32.0,1.6
17001,C20504,C20H18O8,Versicolorone,0,,2.05,32.0,1.6
17002,C20505,C20H16O9,Versiconal hemiacetal acetate,0,,1.95,31.0,1.55
17003,C20506,C20H18O9,Versiconol acetate,0,,2.0,31.0,1.55
17004,C20507,C18H14O8,Versiconal,0,,1.9444444444444444,28.0,1.5555555555555556
17005,C20508,C18H16O8,Versiconol,0,,2.0,28.0,1.5555555555555556
17007,C20510,C30H48O3,30-Hydroxy-11-oxo-beta-amyrin,0,,2.7,57.0,1.9
17008,C20511,C30H46O3,Glycyrrhetaldehyde,0,,2.6666666666666665,57.0,1.9
17054,C20568,C10H18O9,beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranose,0,,2.0,11.0,1.1
17055,C20569,C5H10O5,beta-L-Arabinofuranose,0,,2.0,5.0,1.0
17056,C20570,C10H18O9,"alpha-1,5-L-Arabinobiose",0,,2.0,11.0,1.1
17057,C20571,C15H26O13,"alpha-1,5-L-Arabinotriose",0,,2.0,17.0,1.1333333333333333
17058,C20572,C20H34O17,"alpha-1,5-L-Arabinotetraose",0,,2.0,23.0,1.15
17059,C20573,C22H36O19,Aldotetraouronic acid,0,,1.9545454545454546,25.0,1.1363636363636365
17060,C20574,C20H16O7,"(1'S,5'S)-Averufin",0,,2.05,33.0,1.65
17061,C20575,C18H12O7,Versicolorin B,0,,1.9444444444444444,29.0,1.6111111111111112
17062,C20576,C15H26O,"Kunzeaol; 6beta-Hydroxygermacra-1(10),4-diene; (1R,2E,6E,10R)-3,7-Dimethyl-10-isopropylcyclodeca-2,6-dienol",0,,2.8,29.0,1.9333333333333333
17063,C20577,C11H18O8,6-Tuliposide A; 6-O-(4-Hydroxy-2-methylenebutanoyl)-D-glucose,0,,2.090909090909091,14.0,1.2727272727272727
17064,C20578,C5H6O2,Tulipalin A; 2-Methylenebutanolactone,0,,2.2,8.0,1.6
17067,C20581,C8H10O6,cis-(Homo)2-aconitate,0,,1.875,10.0,1.25
17068,C20582,C9H12O6,cis-(Homo)3-aconitate,0,,2.0,12.0,1.3333333333333333
17069,C20583,C18H10O7,Versicolorin A,0,,1.8888888888888888,29.0,1.6111111111111112
17077,C20591,C27H40O5,Fusaproliferin; (-)-Fusaproliferin,0,,2.5555555555555554,49.0,1.8148148148148149
17078,C20592,C4H2O3,Moniliformin,0,,1.5,5.0,1.25
17114,C20632,C20H26O4,Methyl gibberellin A9,0,,2.45,36.0,1.8
17115,C20633,C20H26O5,Methyl gibberellin A4,0,,2.4,35.0,1.75
17127,C20645,C8H8O2,Methyl benzoate,0,,2.25,14.0,1.75
17128,C20646,C10H10O3,(3S)-2-Oxo-3-phenylbutanoate; (3S)-beta-Methylphenylpyruvate,0,,2.2,17.0,1.7
17134,C20653,C11H12O5,2-Benzylmalic acid; 2-Benzylmalate,0,,2.090909090909091,17.0,1.5454545454545454
17135,C20654,C11H12O5,3-Benzylmalic acid; 3-Benzylmalate,0,,2.090909090909091,17.0,1.5454545454545454
17137,C20657,C4H10O2,"meso-2,3-Butanediol",0,,2.75,6.0,1.5
17156,C20678,C45H74O17,26-Deglucoprotodioscin,0,,2.4444444444444446,73.0,1.6222222222222222
17158,C20680,C6H10O6,2-Dehydro-3-deoxy-L-galactonate; 2-Keto-3-deoxy-L-galactonate; L-threo-3-Deoxy-hexulosonate,0,,1.8333333333333333,6.0,1.0
17159,C20681,C20H34O,"(E,E)-Geranyllinalool",0,,2.8,39.0,1.95
17170,C20692,C27H36O,9-cis-10'-Apo-beta-carotenal,0,,2.6296296296296298,53.0,1.962962962962963
17171,C20693,C19H26O3,Carlactone,0,,2.526315789473684,35.0,1.8421052631578947
17172,C20694,C8H10O2,"(2E,4E,6E)-7-Hydroxy-4-methylhepta-2,4,6-trienal",0,,2.375,14.0,1.75
17173,C20695,C27H36O,all-trans-10'-Apo-beta-carotenal,0,,2.6296296296296298,53.0,1.962962962962963
17174,C20696,C18H26O,13-Apo-beta-carotenone,0,,2.6666666666666665,35.0,1.9444444444444444
17175,C20697,C9H10O2,"(2E,4E,6E)-4-Methylocta-2,4,6-trienedial",0,,2.3333333333333335,16.0,1.7777777777777777
17179,C20701,C4H6O,But-3-en-2-one; But-1-en-3-one; Methyl vinyl ketone; Butenone,0,,2.5,7.0,1.75
17180,C20702,C18H34O4,"(8E,10S)-10-Hydroperoxyoctadeca-8-enoate; (8E,10S)-10-Hydroperoxy-8-octadecenoate",0,,2.7222222222222223,32.0,1.7777777777777777
17181,C20703,C18H32O4,"(8E,10S,12Z)-10-Hydroperoxyoctadeca-8,12-dienoate",0,,2.6666666666666665,32.0,1.7777777777777777
17182,C20704,C18H30O4,"(8E,10S,12Z,15Z)-10-Hydroperoxyoctadeca-8,12,15-trienoate",0,,2.611111111111111,32.0,1.7777777777777777
17185,C20707,C51H82O23,26-Desgluco-avenacoside B,0,,2.3529411764705883,79.0,1.5490196078431373
17187,C20709,C33H52O8,"Diosgenin 3-O-beta-D-glucopyranoside; (3beta,25R)-Spirost-5-en-3-ol 3-O-beta-D-glucopyranoside",0,,2.5454545454545454,58.0,1.7575757575757576
17188,C20710,C7H8O4,"(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate; (3R,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1-carboxylate; DCDC",0,,2.0,10.0,1.4285714285714286
17191,C20713,C54H92O23,Ginsenoside Rb1,0,,2.425925925925926,85.0,1.5740740740740742
17192,C20714,C10H18O3,3-Oxodecanoate,0,,2.6,17.0,1.7
17193,C20715,C30H52O3,"Protopanaxadiol; Dammar-24-ene-3beta,12beta,20-triol; (20S)-Protopanaxadiol",0,,2.7666666666666666,57.0,1.9
17194,C20716,C30H52O4,"Protopanaxatriol; Dammar-24-ene-3beta,6alpha,12beta,20-tetrol",0,,2.7333333333333334,56.0,1.8666666666666667
17195,C20717,C6H8O3,"4-Hydroxy-2,5-dimethylfuran-3(2H)-one; Dimethylhydroxy furanone",0,,2.1666666666666665,9.0,1.5
17196,C20718,C6H6O3,4-Hydroxy-5-methyl-2-methylenefuran-3(2H)-one,0,,2.0,9.0,1.5
17203,C20725,C48H82O18,Ginsenoside Rd,0,,2.4791666666666665,78.0,1.625
17205,C20727,C20H18O10,Kaempferol 3-O-beta-D-xyloside,0,,1.95,30.0,1.5
17213,C20736,C48H82O18,Gypenoside XVII; Ginsenoside XVII,0,,2.4791666666666665,78.0,1.625
17214,C20737,C27H40O2,"6-Geranylgeranyl-2-methylbenzene-1,4-diol",0,,2.6666666666666665,52.0,1.9259259259259258
17215,C20738,C28H42O2,"6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",0,,2.6785714285714284,54.0,1.9285714285714286
17248,C20772,C10H8O5,3-[(1-Carboxyvinyl)oxy]benzoate; 3-[(1-Carboxyethenyl)oxy]benzoic acid,0,,1.9,15.0,1.5
17253,C20777,C42H72O13,Gypenoside LXXV; Ginsenoside LXXV,0,,2.5476190476190474,71.0,1.6904761904761905
17254,C20778,C42H72O13,Ginsenoside Rg3,0,,2.5476190476190474,71.0,1.6904761904761905
17255,C20779,C42H72O13,Ginsenoside F2,0,,2.5476190476190474,71.0,1.6904761904761905
17256,C20780,C36H62O9,Ginsenoside F1,0,,2.611111111111111,63.0,1.75
17257,C20781,C6H8O5,"2,4-Diketo-3-deoxy-L-fuconate",0,,1.8333333333333333,7.0,1.1666666666666667
17258,C20782,C8H8O,(S)-2-Phenyloxirane; (S)-Styrene oxide,0,,2.375,15.0,1.875
17261,C20785,C35H60O6,Eleutheroside A; Sitogluside; beta-Sitosterol D-glucoside,0,,2.6857142857142855,64.0,1.8285714285714285
17262,C20786,C34H46O18,Eleutheroside E,0,,2.1470588235294117,50.0,1.4705882352941178
17263,C20787,C32H48O8,"23,24-Dihydrocucurbitacin B",0,,2.5,56.0,1.75
17265,C20789,C10H14O4,7-Deoxyloganetate,0,,2.3,16.0,1.6
17266,C20790,C11H16O4,7-Deoxyloganetin,0,,2.3636363636363638,18.0,1.6363636363636365
17269,C20793,C8H16O3,3-Hydroxyoctanoate; 3-Hydroxyoctanoic acid,0,,2.625,13.0,1.625
17279,C20803,C12H10O2,5-Methyl-1-naphthoate,0,,2.25,22.0,1.8333333333333333
17281,C20805,C12H10O3,3-Hydroxy-5-methyl-1-naphthoate,0,,2.1666666666666665,21.0,1.75
17282,C20806,C31H46O3,omega-Hydroxyphylloquinone,0,,2.6451612903225805,59.0,1.903225806451613
17302,C20827,C5H10O3,3-Hydroxyisovalerate; 3-Hydroxy-3-methylbutyrate,0,,2.4,7.0,1.4
